id,pair,dir,entry,tp,sl,tpPct,slPct,result,profitPct,roiPct,leverage,rsiTier,score,tier,labels,entryTime,closeTime

"0cjjqkzjzzf5","ONUSDT","SHORT",0.24305841000000003,0.22761647999999998,0.24305841000000003,"6.40","4.00","LOSS",-0.2555329194328099,-3.83,15,"T1",80,"HIGH","RSI 34|Chandelier Sniper 🔫|EMA200 Bear 🧭|Vol 2.1x 🚀",1785391934732,1785394324403
