id,pair,dir,entry,tp,sl,tpPct,slPct,result,profitPct,roiPct,leverage,rsiTier,score,tier,labels,entryTime,closeTime

"j0kb8zqbt0s","LAUSDT","LONG",0.06925461,0.07365008,0.06925461,"6.40","4.00","LOSS",-0.3726539951636415,-5.59,15,"T1",78,"HIGH","RSI 59|FVG|Chandelier Sniper 🔫|EMA200 Bull 🧭|Vol 1.5x 🚀|⚠️ Retail Trap",1784863278243,1784866689699
"0tlpazcbz2k","NBISUSDT","SHORT",216.21184,210.465472,216.21184,"2.71","1.69","WIN",7.05437120927328,105.82,15,"T1",80,"HIGH","RSI 44|Chandelier Sniper 🔫|EMA200 Bear 🧭|Vol 5.4x 🚀",1784863122551,1784906629540
"97382ghizwn","DEXEUSDT","LONG",2.871435,3.0536800000000004,2.871435,"6.40","4.00","WIN",6.349492205116963,95.24,15,"T1",60,"MEDIUM","RSI 64|Chandelier Sniper 🔫|EMA200 Bull 🧭|Vol 1.6x 🚀|OI Expansion 🔥|🔥 Social Hype|🛡️ Killzone Shield",1784906634773,1784909014054
"dbujlr6edld","REUSDT","LONG",0.6032014499999999,0.6416,0.5912152,"6.42","1.94","LOSS",-8.988625968157061,-134.83,15,"T1",75,"HIGH","RSI 29|Manipulation|KC Reversal 🌊|EMA200 Bull 🧭|Vol 2.6x 🚀|OI Expansion 🔥",1784908977613,1785035245293
"rtcn3vtqvwg","ESPORTSUSDT","SHORT",0.05207395,0.0487656,0.05207395,"6.40","4.00","WIN",33.973298847120304,509.6,15,"T1",85,"ULTRA_HIGH","RSI 35|Chandelier Sniper 🔫|EMA200 Bear 🧭|Vol 1.7x 🚀",1785035248090,1785045410902
"6uijr9k9d8d","1000PEPEUSDT","LONG",0.00292316085,0.0030187137600000006,0.00292316085,"3.32","2.08","WIN",3.4645261845580615,51.97,15,"T1",70,"HIGH","RSI 51|Chandelier Sniper 🔫|EMA200 Bull 🧭|Vol 1.9x 🚀|OI Expansion 🔥",1785046748231,1785051702098
"6dloigi36cu","DEXEUSDT","SHORT",3.160419,2.9596319999999996,3.28848,"6.40","4.00","LOSS",-9.672437252781991,-145.09,15,"T1",85,"ULTRA_HIGH","RSI 33|Chandelier Sniper 🔫|EMA200 Bear 🧭|Vol 3.2x 🚀|🔥 Social Hype",1785045413122,1785115406439
