id,pair,dir,entry,tp,sl,tpPct,slPct,result,profitPct,roiPct,leverage,rsiTier,score,tier,labels,entryTime,closeTime

"wsujb9e2vtt","MMTUSDT","LONG",0.30265125,0.32186000000000003,0.30265125,"6.40","4.00","WIN",6.772452988381841,101.59,15,"T1",95,"ULTRA_HIGH","RSI 60|Chandelier Sniper 🔫|EMA200 Bull 🧭|Vol 1.6x 🚀|OI Expansion 🔥|🛡️ Killzone Shield",1785485685897,1785492644628
