id,pair,dir,entry,tp,sl,tpPct,slPct,result,profitPct,roiPct,leverage,rsiTier,score,tier,labels,entryTime,closeTime

"106nowbc3ay","BANKUSDT","SHORT",0.03684157,0.035990104,0.03752348,"2.36","1.80","LOSS",-2.005766114201973,-30.09,15,"undefined",80,"HIGH","RSI 38|Chandelier Sniper 🔫|Vol 4.0x 🚀",1786685256005,1786696924170
